v_max/0,v_max/1,v_max/2,piezoelectric_tensor/0/0,piezoelectric_tensor/0/1,piezoelectric_tensor/0/2,piezoelectric_tensor/0/3,piezoelectric_tensor/0/4,piezoelectric_tensor/0/5,piezoelectric_tensor/1/0,piezoelectric_tensor/1/1,piezoelectric_tensor/1/2,piezoelectric_tensor/1/3,piezoelectric_tensor/1/4,piezoelectric_tensor/1/5,piezoelectric_tensor/2/0,piezoelectric_tensor/2/1,piezoelectric_tensor/2/2,piezoelectric_tensor/2/3,piezoelectric_tensor/2/4,piezoelectric_tensor/2/5,meta/nsites,meta/space_group,meta/material_id,meta/point_group,meta/volume,meta/kpoint_density,meta/formula,meta/poscar,meta/structure,eij_max
1,1,1,0,0,0,-0.02118,0,0,0,0,0,0,-0.02118,0,0,0,0,0,0,-0.02118,2,216,mp-1479,-43m,23.499693654973573,2000,BP,"B1 P1
1.0
2.784345 0.000000 1.607542
0.928115 2.625106 1.607542
0.000000 0.000000 3.215085
B P
1 1
direct
0.000000 0.000000 0.000000 B
0.250000 0.250000 0.250000 P
","#generated using pymatgen
data_BP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.21508456
_cell_length_b   3.21508456
_cell_length_c   3.21508456
_cell_angle_alpha   60.00000000
_cell_angle_beta   59.99999996
_cell_angle_gamma   59.99999995
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BP
_chemical_formula_sum   'B1 P1'
_cell_volume   23.499693655
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B1  1  0.000000  0.000000  0.000000  1
  P  P2  1  0.250000  0.250000  0.250000  1
",0.012228
1,1,1,0,0,0,0.33129,0,0,0,0,0,0,0.33129,0,0,0,0,0,0,0.33129,2,216,mp-24864,-43m,24.81667047999726,2000,CoO,"Co1 O1
1.0
2.835416 0.000000 1.637028
0.945139 2.673256 1.637028
0.000000 0.000000 3.274057
O Co
1 1
direct
0.250000 0.250001 0.250001 O
0.000000 0.000000 0.000000 Co
","#generated using pymatgen
data_CoO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.27405651
_cell_length_b   3.27405650
_cell_length_c   3.27405651
_cell_angle_alpha   60.00000001
_cell_angle_beta   60.00000007
_cell_angle_gamma   60.00000005
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CoO
_chemical_formula_sum   'Co1 O1'
_cell_volume   24.81667048
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  O  O1  1  0.250000  0.250001  0.250001  1
  Co  Co2  1  0.000000  0.000000  0.000000  1
",0.19127
1,1,1,0,0,0,0.33540667,0,0,0,0,0,0,0.33540667,0,0,0,0,0,0,0.33540667,2,216,mp-13032,-43m,46.25273572369471,2000,MgS,"Mg1 S1
1.0
3.489379 0.000000 2.014594
1.163126 3.289818 2.014594
0.000000 0.000000 4.029187
Mg S
1 1
direct
0.000000 0.000000 0.000000 Mg
0.250000 0.250000 0.250000 S
","#generated using pymatgen
data_MgS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02918746
_cell_length_b   4.02918746
_cell_length_c   4.02918747
_cell_angle_alpha   60.00000003
_cell_angle_beta   60.00000002
_cell_angle_gamma   60.00000007
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgS
_chemical_formula_sum   'Mg1 S1'
_cell_volume   46.2527357237
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.000000  0.000000  0.000000  1
  S  S2  1  0.250000  0.250000  0.250000  1
",0.193647
1,1,1,0,0,0,-0.24471667,0,0,0,0,0,0,-0.24471667,0,0,0,0,0,0,-0.24471667,2,216,mp-13031,-43m,54.013826564376785,2000,MgSe,"Mg1 Se1
1.0
3.674548 0.000000 2.121501
1.224849 3.464397 2.121501
0.000000 0.000000 4.243003
Mg Se
1 1
direct
0.000000 0.000000 0.000000 Mg
0.250000 0.250000 0.250000 Se
","#generated using pymatgen
data_MgSe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24300276
_cell_length_b   4.24300276
_cell_length_c   4.24300276
_cell_angle_alpha   60.00000002
_cell_angle_beta   60.00000001
_cell_angle_gamma   60.00000006
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSe
_chemical_formula_sum   'Mg1 Se1'
_cell_volume   54.0138265644
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.000000  0.000000  0.000000  1
  Se  Se2  1  0.250000  0.250000  0.250000  1
",0.141287
1,1,1,0,0,0,-0.19864,0,0,0,0,0,0,-0.19864,0,0,0,0,0,0,-0.19864,2,216,mp-2469,-43m,52.418232898629206,2000,CdS,"Cd1 S1
1.0
3.638003 0.000000 2.100402
1.212668 3.429942 2.100402
0.000000 0.000000 4.200804
S Cd
1 1
direct
0.250000 0.250000 0.250000 S
0.000000 0.000000 0.000000 Cd
","#generated using pymatgen
data_CdS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.20080438
_cell_length_b   4.20080438
_cell_length_c   4.20080438
_cell_angle_alpha   59.99999998
_cell_angle_beta   60.00000000
_cell_angle_gamma   59.99999998
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdS
_chemical_formula_sum   'Cd1 S1'
_cell_volume   52.4182328986
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  S  S1  1  0.250000  0.250000  0.250000  1
  Cd  Cd2  1  0.000000  0.000000  0.000000  1
",0.114685
1,1,1,0,0,0,-0.15483667,0,0,0,0,0,0,-0.15483667,0,0,0,0,0,0,-0.15483667,2,216,mp-13033,-43m,69.05665589678975,2000,MgTe,"Mg1 Te1
1.0
3.988144 0.000000 2.302556
1.329381 3.760058 2.302556
0.000000 0.000000 4.605112
Mg Te
1 1
direct
0.000000 0.000000 0.000000 Mg
0.250000 0.250000 0.250000 Te
","#generated using pymatgen
data_MgTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60511183
_cell_length_b   4.60511183
_cell_length_c   4.60511182
_cell_angle_alpha   60.00000004
_cell_angle_beta   60.00000004
_cell_angle_gamma   59.99999998
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgTe
_chemical_formula_sum   'Mg1 Te1'
_cell_volume   69.0566558968
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg1  1  0.000000  0.000000  0.000000  1
  Te  Te2  1  0.250000  0.250000  0.250000  1
",0.089395
1,1,1,0,0,0,-0.09824333,0,0,0,0,0,0,-0.09824333,0,0,0,0,0,0,-0.09824333,2,216,mp-2624,-43m,60.56062422119245,2000,AlSb,"Al1 Sb1
1.0
3.817383 0.000000 2.203967
1.272461 3.599063 2.203967
0.000000 0.000000 4.407934
Al Sb
1 1
direct
0.000000 0.000000 0.000000 Al
0.250000 0.250000 0.250000 Sb
","#generated using pymatgen
data_AlSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40793431
_cell_length_b   4.40793430
_cell_length_c   4.40793431
_cell_angle_alpha   60.00000004
_cell_angle_beta   60.00000005
_cell_angle_gamma   60.00000002
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlSb
_chemical_formula_sum   'Al1 Sb1'
_cell_volume   60.5606242212
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al1  1  0.000000  0.000000  0.000000  1
  Sb  Sb2  1  0.250000  0.250000  0.250000  1
",0.056721
1,1,1,0,0,0,-0.53685,0,0,0,0,0,0,-0.53685,0,0,0,0,0,0,-0.53685,2,216,mp-22914,-43m,39.46738265036693,2000,CuCl,"Cu1 Cl1
1.0
3.309647 0.000000 1.910826
1.103216 3.120366 1.910826
0.000000 0.000000 3.821652
Cl Cu
1 1
direct
0.250000 0.250000 0.250000 Cl
0.000000 0.000000 0.000000 Cu
","#generated using pymatgen
data_CuCl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.82165174
_cell_length_b   3.82165174
_cell_length_c   3.82165174
_cell_angle_alpha   60.00000000
_cell_angle_beta   59.99999999
_cell_angle_gamma   60.00000001
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuCl
_chemical_formula_sum   'Cu1 Cl1'
_cell_volume   39.4673826504
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cl  Cl1  1  0.250000  0.250000  0.250000  1
  Cu  Cu2  1  0.000000  0.000000  0.000000  1
",0.30995
1,1,1,0,0,0,0.14514,0,0,0,0,0,0,0.14514,0,0,0,0,0,0,0.14514,2,216,mp-8062,-43m,21.00059564146384,2000,SiC,"Si1 C1
1.0
2.681922 0.000000 1.548408
0.893974 2.528540 1.548408
0.000000 0.000000 3.096817
C Si
1 1
direct
0.000000 0.000000 0.000000 C
0.250000 0.250000 0.250000 Si
","#generated using pymatgen
data_SiC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.09681696
_cell_length_b   3.09681696
_cell_length_c   3.09681696
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000002
_cell_angle_gamma   60.00000005
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiC
_chemical_formula_sum   'Si1 C1'
_cell_volume   21.0005956415
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C1  1  0.000000  0.000000  0.000000  1
  Si  Si2  1  0.250000  0.250000  0.250000  1
",0.083797
1,1,1,0,0,0,-0.31094667,0,0,0,0,0,0,-0.31094667,0,0,0,0,0,0,-0.31094667,2,216,mp-22913,-43m,46.27425878205889,2000,CuBr,"Cu1 Br1
1.0
3.489920 0.000000 2.014906
1.163307 3.290328 2.014906
0.000000 0.000000 4.029812
Cu Br
1 1
direct
0.250000 0.250000 0.250000 Cu
0.000000 0.000000 0.000000 Br
","#generated using pymatgen
data_CuBr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02981234
_cell_length_b   4.02981234
_cell_length_c   4.02981235
_cell_angle_alpha   60.00000002
_cell_angle_beta   60.00000001
_cell_angle_gamma   60.00000002
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuBr
_chemical_formula_sum   'Cu1 Br1'
_cell_volume   46.2742587821
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu1  1  0.250000  0.250000  0.250000  1
  Br  Br2  1  0.000000  0.000000  0.000000  1
",0.179525
1,1,1,0,0,0,0.49511,0,0,0,0,0,0,0.49511,0,0,0,0,0,0,0.49511,2,216,mp-1700,-43m,21.316978277503637,2000,AlN,"Al1 N1
1.0
2.695323 0.000000 1.556146
0.898441 2.541175 1.556146
0.000000 0.000000 3.112291
N Al
1 1
direct
0.250000 0.250000 0.250000 N
0.000000 0.000000 0.000000 Al
","#generated using pymatgen
data_AlN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.11229112
_cell_length_b   3.11229112
_cell_length_c   3.11229112
_cell_angle_alpha   60.00000002
_cell_angle_beta   59.99999996
_cell_angle_gamma   59.99999997
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlN
_chemical_formula_sum   'Al1 N1'
_cell_volume   21.3169782775
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  N  N1  1  0.250000  0.250000  0.250000  1
  Al  Al2  1  0.000000  0.000000  0.000000  1
",0.285852
